,review_id,business_id,useful,funny,cool,text,name,address,city,state,city||state,postal_code,latitude,longitude,stars,review_count,categories
138,Z27XMtlke5FErRVl_QIkfw,PIvOFRxQZLlhXZRO9o5ujg,0,0,1,"I have had the occasion to hit this pub twice this week.  The first time was so good I had to come back to see if it was just a fluke.  It wasn't...

Even though this location is in a strip-mall (you can hit a bookstore, grocery store and toy store when you're there!), when you step inside the door, you are transported into a true irish pub.  Both nights (a Monday and Wednesday) were packed with people - young/old, couples/singles).  

But this is Yelp - which is about food - and this place solidly deserves 4 stars (if not more).  Monday night, I had the special - corned beef sandwich, cole slaw and fries.  REALLY REALLY good. I have yet to figure out the difference between ""Montreal Smoked Meat ""and ""Corned Beef"".  In fact, they call fries ""chips"" and the slaw was ""creamed cabbage"".  Call me an ignornant American, but it was still wonderful.  The second night, I had the Shepards Pie, which was equally as good.  It was odd that it was served with a salad.  The light salad clashed with the heaviness of the SP.  My only critique of the SP was that it did not have more veggies - where are the peas, green beans, etc?  It was ground beef, corn, and mashed potatoes on top.

TVs are a plenty here - perfect for watching a hockey game.  There is also a stage, but there were no musical acts scheduled the nights we were there.  

Service is attentive and the atmosphere is very casual.  This is my new favorite bar in suburban YUL...",McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
139,yIALHDd8sLRuqjU5pu933Q,PIvOFRxQZLlhXZRO9o5ujg,2,0,1,"Avoid at all costs: Local gangs are known to Have pickpocket rings working inside this place. They steal your wallet and immediately start spending at the surrounding Futureshop and Fairview. (WATCH YOUR PURSE AND WALLET, IF YOU GO)


One star for takeout. Avoid at all costs. We were a gang and ordered wings, guiness beef nachos, chowder, and fish/chips to go for the Heat vs Lakers... bad idea. The chowder was put in an foldover, aluminum base with cardboard cover (the type you would use for chicken and rice or pasta) and OF COURSE the liquid went all over the other food. They have to be retarded to use this packaging for soup- my god- not exactly air tight guys! Ok so the soup thing was bad, and it just went downhill from there... the nachos were packaged with no thought either. Four portions worth of nachos were bundled into layers of aluminum foil into the form of a silver canon ball à la Jack Sparrow. So the warm beef softened all the chips into soggy crap. Also, not enough salsa for a to-go order. Anyway, it's clear they have no to-go experience and don't care about investing in real packaging to protect their food integrity. My friends hadn't tried McK before, so I looked like an idiot for actually recommending McK for our gamenight. 

Usually, I would call the manager, but  honestly this takeout experience was so lame and careless- I wasn't in the mood to give helpful feedback. (I was too busy entertaining guests and making excuses for the weak food)

But all was saved, because the game was amazing (as always) and the MTL microbrew we had stocked was perfect enough to wash everything away;-)",McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
140,_H9WUYNLtHOLwdis-_ha5A,PIvOFRxQZLlhXZRO9o5ujg,0,0,0,"A great Pub with a friendly (attractive) staff.  They have a great selection of beer, even though the waitress didn't know what a Hefeweizen was, but I was happy with their Weissbier (white beer).  They have excellent food.  As appetizers go; their Guinness Nachos are great and I recommend their Frickles (fried pickle spears).  The main dish I recommend to everyone is the Irish Stew, because #1 - baby animals taste the best and #2 - seriously, it's an awesome dish (its large enough to share with someone, though you may regret sharing).   The atmosphere is very lively and fun to hang out and throw back a few.",McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
141,QB2m-ipxNl2PEEKp1DLoeA,PIvOFRxQZLlhXZRO9o5ujg,0,0,0,"We went to McKibbins's Pointe Claire for supper yesterday (Friday, July 26, 2019).  We go quite often and are always extremely pleased with the meal.  On Fridays I always pick the Fish of the Day, which is always delicious except for yesterday.  The Fish of the Day was deep fried (it usually isn't) and greasy with a buttery sauce over it which gave it a very greasy taste.

I don't know if there was a new chef or if the chef was having an off-day but definitely not up to par.",McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
142,jpsU18DgluLS0CQ0ENC7eA,PIvOFRxQZLlhXZRO9o5ujg,0,0,0,Great Irish pub. It has an authentic feel about it. The menu selection is good. I had the shepherds pie and wasn't disappointed. The beer selection is good but I opted for Guinness which is my default choice in a pub. I saw reviews mentioning the sometimes slow service and I experienced the same thing. It wasn't busy but I still had to wait a while to get my check and it took flagging down the waitress to do that. But the service otherwise was good. I recommend for anyone wanting a good Irish pub near the airport.,McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
143,BYxm9GX_cMj0SUuRfqefTw,PIvOFRxQZLlhXZRO9o5ujg,0,0,0,"I came here one evening with family as we also had a coupon for some specials.

It's my first time coming here and I must admit I was a little disappointed with the food. We shared each other's dishes and for the fish and chips I found the fish to be just mediocre.

However, I'd like to french fries. They are your typical French Canadian french fry that you can get at a number of diners as well... But I really like these types of fries.

I had the best steak and kidney pie. That also was just average.

I think the only thing that I really liked about this place was the ambulance. They had some live music and the people serving seem to be enjoying themselves. We are also in a little room in the back that was nicely decorated so that made it easier for us to converse with each other.

If you're coming for some great food, perhaps order something other than what we did. If you come just to converse have a few drinks and to enjoy each other's company and this would be a good place, maybe, to come.",McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
144,sFrHISeCuSwdFp8i_3m1Tg,PIvOFRxQZLlhXZRO9o5ujg,0,0,0,"Good beer selection and the food was great. Service was a little slow and inattentive even with very few customers, but it could've just been an off day. The decor is good, and the restaurant and restrooms were clean.
In all honesty, I chose this place due to proximity, but it certainly didn't disappoint me and I will return when I'm in town.",McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
145,kaSWITc7joJDkC3ojCE_tQ,PIvOFRxQZLlhXZRO9o5ujg,0,0,1,Ambiance agréable! Nachos et ailes étaient super bonnes! Junk food par excellence! Bière et bonne compagnie,McKibbin's Irish Pub,6361 Aut Transcanadienne,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4676001678,-73.8260005486,3.5,36,"Irish, Restaurants, Nightlife"
146,kb4YKruiw147vXoPmVYgTg,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,0,"A very popular ice cream spot in the summer. It's in a small, yellow building whose front is open to the outdoors, with picnic tables located off to the side. Be prepared to wait up to 25 minutes to be served on a busy summer afternoon (as I did last week - there were only two people working and probably 30 customers waiting in line!) Evenings are busy, too, but they usually have many more people working and the line seems to move faster.

There are a few dozen flavours of ice cream to choose from, and it's all homemade and delicious. A ""mini"" or kid-sized cone is still pretty generous and will satisfy any sweet tooth for $2.25 including tax. You can also buy soft or dipped ice cream, blizzards, sundaes, and even a ""King Kong"", which I gather is a huge mega-sized banana split with the works. They also have a frequent buyer card where, after 7 purchases, you receive your 8th purchase free. (Note that you receive a stamp for a small scoop, but for mini-scoops you need to purchase two to receive a stamp).

Definitely try this place out on a hot summer's day. They also have a sister store in Dorval called Crème Glacée Safari, which is also great.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
147,lTXFeRR0hdAlQY0iKwbmFw,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,0,"We've been going to Willy's for years now. Opens around Easter and closes usually on the Thanksgiving weekend.
All the ice cream is homemade on the premises. Lots of flavours. Long lineups in evening but totally worth it. I miss it when it's closed.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
148,wjCaZDPV3jIGbCaDBOLzpQ,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,0,"This is definitely a go-to place in the West Island to eat ice cream! It's always an scrumptious treat for the family! I've been going to Wild Willy's since the age of 8. The first time I went was a few years ago. There was one kind gentlemen who recommended playdough ice cream and actually ended up paying for my ice cream that day! Since then, I go to Wild Willy's with my friends every weekend. None of them have ever paid for my ice cream, but I still go since it's the cow's moo.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
149,RG2JlPXTyvw16HKynuvrhA,i3hhRI9_Ca6u_Zy1NRMQuA,2,0,1,"So if you don't eat dairy you probably wouldn't usually go to an ice cream parlor... I was hopeful that they would at least have a sorbet that I could eat.  Turns out they have a ""tofu"" ice cream which is tart like frozen yogurt and they will blend it up with the frozen fruits of your choice.  I chose blueberries and strawberries, was super delish!  I might have to get in another visit before I go back to California...",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
150,KLu6jL_HPe-kE35a4pgjqQ,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,2,"For homemade ice cream, this is one of the best spot in the west island. I had their frozen mango yogourt and it's excellent. It's made fresh with actual pieces of mango. Location is also great to have a walk on the waterfront which is not far from wild willy's",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
151,LRcIN-lXu0cLmP8hVizETA,i3hhRI9_Ca6u_Zy1NRMQuA,3,1,1,"Wild Willy's is your typical summer outdoors ice cream place in the heart of a small town on the water. All their ice cream is homemade, which is where the appeal comes from, but be ready to pay higher prices for ice cream because of it. The flavours are fun and they all have silly names, which at times can make for a funny order. Despite all this, Wild Willy's comes off as pretentious, with terrible customer service. The lines can go 10 people deep on any given night, but its mostly because they take 2-5 minutes on average to serve one customer. Its not that I am impatient but terrible customer service and lack of management are not suitable reasons for making me wait 20 minutes to get some ice cream. 

Last time I was there in May 2014, I ordered the brownie sunday. The girl asked me if I wanted cherries, whipped cream, and peanuts on my sunday. I told her that I didn't want any of it, all I really wanted was brownies with ice cream and chocolate sauce on top. So I get my sunday and can't believe that the brownies in my sunday firstly have nuts (what if I had an allergy), and they are the cheapest ones you buy from a grocery store. For a place that boasts about its homemade ice cream, you'd think they wouldn't be cheap with their brownies.

To summarize, this place simply is over priced and due to their popularity, don't care much about their customer's experience. I suggest McDonalds mcflurry or go to Dairy Queen.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
152,jMJaKkiiG2gPkM8ABYd1qA,i3hhRI9_Ca6u_Zy1NRMQuA,1,0,3,"Wild Willy's is the best ice cream place in the world. FACT. Now that I live in Europe, I really miss this place.

This is the place that any kid growing up in the West-Island goes to. Your first visit here in the year is the perfect start to summer. How many other places can you meet up with old friends and run into people from around the neighbourhood? 

Ice cream brings people together!!

They have all sorts of ice cream here, and its all delicious. I especially like the banana ice cream and cherry cheesecake. They have so many though, so it always hard to choose. They even have ice cream for dogs!

It's a local gem, and a perfect place to go on a summers evening. I love to grab a cone and stroll the shores of lac st. louis.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
153,rC4BAJmWVniv0OLeoVnyeQ,i3hhRI9_Ca6u_Zy1NRMQuA,5,7,4,"One of the few (VERY few) good things about the West Island.
If it's summer and you're on the highway and craving something cool, take a small detour off the 20 and go to either location in Dorval village or Pointe-Claire village for some great home-made ice cream.
With some creative flavors like Elephantastic (Choco-Peanut Butter), Guiness ice cream, and the creamiest Green Tea ice cream I've ever come across in Montreal, Wild Willy's is the rest stop of choice for the summer months.
When I used to live in Pointe-Claire, many a summer's afternoon was spent with a waffle cone of Green tea ice cream in one hand while strolling along the Lakeshore and taking in the lake and the sunshine.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
154,CRTuXjmfXXsFqz6c6bGH7g,i3hhRI9_Ca6u_Zy1NRMQuA,3,0,1,"Wild Willie's is a convenient popular ice cream hot spot in the west Island. Best in Montreal? I don't know. Best in the West Island? For sure.

Prices are decent. It's more than your average McDonald's ice cream but the difference in quality is not comparable. Quick service, never had to wait in line, decent selection, etc. I'm guessing people that went through a line up went there on a Saturday evening at 5pm but I've never seen one. The most I've waited is in a line of two customers long.

Prices: 3.5/5, they're not AMAZING but the store has to survive somehow.
Food: 4.5/5 I like  :3
Set-up: 4/5 Little interior isle, tables outside, easily accessible, etc. Nice little ice cream store.
Service: 5/5 Quick and responsive. Helpful and bilingual.

Always worth a stop if you're in the sector :)!",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
155,hAl5i7ouA6rLkiVd4CyWrA,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,0,I had frozen burry yoghurt and it was beautiful not too sweet very healthy. The chocolate brownie ice cream also was very nice. If you come to West Island try this ice cream shop it's very good,Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
156,GuZGcHMcASgJZKUDivp74g,i3hhRI9_Ca6u_Zy1NRMQuA,1,1,1,"It was our first visit to Wild Willy's of the Summer, and the first one ever for my toddler.  The service was fast and the ice cream was delicious.  My Stepson has Mint Oreo, my toddler had banana chocolate, my SO had one scoop beer and one scoop play dough (side note: it was a bad combo but I could've told him that).  I wanted cookie dough, but they had just run out.  I was disappointed, but the server recommended chocolate chip instead since they taste so similar and I must say, I was pleasantly surprised.  It tasted delicious and was a great alternative.  

They have 3-4 picnic benches to sit at while you enjoy your treat.  They also have a large container which supplies you with rain water that you can use to rinse your hands, and containers so you can place them in the recycling.  I love how environmentally friendly that is and I wish we saw it in more places.  Overall a great experience.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
157,Dmtzs1KqxMdpq6tZrSpUxw,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,0,Really nice spot in Point-Clair to have ice cream! It's close to the water so it's a really fun place to stop by. There's usually a lot of people but you get serve pretty fast. The ice cream is delicious and they have a loooot of different flavors.,Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
158,cclTpZT0zs2XR94rui0Zeg,i3hhRI9_Ca6u_Zy1NRMQuA,0,0,0,Great selection of unique ice cream flavors. The banana ice cream tasted like real bananas. Nothing like fame banana flavoring. A must visit if you're in the area.,Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
159,Wu9yoMZdRHcSr5mMjEkhug,i3hhRI9_Ca6u_Zy1NRMQuA,1,1,1,"I looovvvvvvveeeeee this place. One of the best ice cream shops around. They have all different sorts of flavors of ice cream and delicious arrangements. The last time I was here I was with my mom and we were ordering an ice cream cake for that night. 

The ladies were a little hesitant to serve us the cake which was a little different. We wanted something small but winded up with a huge cake. The ladies were shocked that we didn't want anything written on the cake or any candies put on the top. 

I would suggest that smaller cakes always be an option and when you run out of them make any effort possible to make another one or have one or a few saved in the back. This was definitely a weird situation. But it will not discourage us from returning. 

Keep up the good work and keep making delicious flavors. Maybe have a signature flavor during the summer months so people can keep coming back again and again to try the new flavor and stock up before y'all are closed for the winter months.",Wild Willy's,20 Avenue Cartier,Pointe-Claire,QC,Pointe-ClaireQC,H9S 5L5,45.4301617,-73.8237155,4.0,14,"Ice Cream & Frozen Yogurt, Food"
160,jeSgUuu-pGTS8juWeFOBug,LvsSh7ojoyCjNqqrl95iwg,2,1,1,"I have eaten here on occasion since I was a small boy. Then decades later rediscovered this now truly retro late 50's early 60's vintage neighbourhood pizzeria. Where the menu has not changed, same husband and wife team still serve up good food at an 80's (inflation eh, lol) price. They're open Monday to Saturday evening, closed on Sundays.

The pizza, all dressed (16"" $19.00) is our usual, is good almost great. The sauce is nice without any hint of acid, the cheese is real mozzarella and stretches like the pizzas of old. The (circa 60's) challenge of lifting a slice was getting it to your face without the multiple strings of cheese getting in the way. Oh those were the days my friend we thought they'd never end.
 
 This evening (16th Aug. 2013) I went in to grab a couple of cheese burgers, they are the real deal and have not changed since the place opened in the mid 50's. Two all dressed cheese burgers and one size only fry (to split) for a whopping $10.05 tax included. That is a very hard deal to match.

The burger is fresh and handmade, the meat unfortunately is not spiced or seasoned but that was the way it was. Try eating a McMystryBurger without all the condiments and you'll see the difference between commercial crap and a local pizza joint that has been around forever.

Now the fries are nothing to talk about and get a 1 star if that but when in roam .etc. the fries of the 60's where far superior and I don't understand why they've gone the commercial route. Although LaFleur fries are a lot of work but can be bought commercially and taste like the real deal, less the peeling, soaking and blanching.
Travel back in time as you take a seat and just enjoy what was a much simpler time. The food is a three and improvements could be made, sure. But with the good food, awesome prices and the super for real retro time machine feel it is a five in my heart and that is all that really matters. Also the place is not dirty it is well maintained by both husband and wife. It is very old and the pictures and signs are faded but it is otherwise very clean and so is the kitchen, I've seen it. Unfortunately, the old time table jukeboxes don't work but the contents of what we used to listen to is still there, flip through time, it's a blast. If you're from the area and love time travel this is the place.

Club Sandwich: $8.00, Grilled Cheese $2.75, Chicken Salad Sandwich: $3.50, awesome prices.",Athens,102 Avenue Walton,Pointe-Claire,QC,Pointe-ClaireQC,H9R 1S6,45.4583941,-73.8100438,3.5,5,"Pizza, Restaurants"
161,hWNpPCnGv-UBjA58vG9L9w,LvsSh7ojoyCjNqqrl95iwg,0,0,0,Good pizza. It's in a residential area so it was tricky to find. Service was good. They only accept cash. Not sure why yelp says they take credit cards.,Athens,102 Avenue Walton,Pointe-Claire,QC,Pointe-ClaireQC,H9R 1S6,45.4583941,-73.8100438,3.5,5,"Pizza, Restaurants"
162,iE2-0O8c5geUMpiZ08JWkw,LvsSh7ojoyCjNqqrl95iwg,0,0,0,Great neighbourhood pizza joint. Low prices and service with a smile.,Athens,102 Avenue Walton,Pointe-Claire,QC,Pointe-ClaireQC,H9R 1S6,45.4583941,-73.8100438,3.5,5,"Pizza, Restaurants"
163,SAKPWLUvaMrUgOGnCHCjAQ,LvsSh7ojoyCjNqqrl95iwg,0,0,0,"The place closed recently, and the reopened and the food is still the same! Keep love alive, Athens! Still the only pizza joint I know that still uses hand rolled dough balls to keep the pizza box off the cheese instead of those little plastic tables.",Athens,102 Avenue Walton,Pointe-Claire,QC,Pointe-ClaireQC,H9R 1S6,45.4583941,-73.8100438,3.5,5,"Pizza, Restaurants"
164,Pgq-NzmUoVlMdm0w-Wz2Eg,LvsSh7ojoyCjNqqrl95iwg,0,1,0,"Nostalgia wins the day here. The pizza is cheap, and good. The delivery range is limited to anywhere in pte claire. Dining in is fun as the place has an old time feel with small booths with old coin juke boxes at each table, and old soda jerks behind the counter. 
George, and Athens, are west island institutions.",Athens,102 Avenue Walton,Pointe-Claire,QC,Pointe-ClaireQC,H9R 1S6,45.4583941,-73.8100438,3.5,5,"Pizza, Restaurants"
165,bpviKtpdAbkqItPEXgLrNg,LvsSh7ojoyCjNqqrl95iwg,1,1,2,Very old and strange place. Normally I would call the government to shut it down. But the pizza was surprisingly good. I have no idea how this place stays open. But don't eat there... Seriously. Have it delivered. Ignorance is bliss.,Athens,102 Avenue Walton,Pointe-Claire,QC,Pointe-ClaireQC,H9R 1S6,45.4583941,-73.8100438,3.5,5,"Pizza, Restaurants"
166,yc6YUIQXO_YYB4vDfPzP4w,rj4sUMr-lOD24pnYZW-eww,1,0,0,"We ordered two soups from here. Delivered was quite slow. It took an hour and a half for delivery to come to our house. Bring the generous topper that I am, I was trying to get change for a tip from the driver. You would think they would carry some change in case you paid cash or needed any back for a tip, but no. So on a 15$ bill I ended up giving him 5$ for the tip. The soup was ok but nothing to rave about. At least we now know what to expect from here.",Soupebol,1866 Boulevard des Sources,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5B1,45.465151,-73.786947,2.5,4,"Noodles, Restaurants, Chinese"
167,VQ8Ds4LSnLa0p7yDj_PlQA,rj4sUMr-lOD24pnYZW-eww,1,0,0,"I was a regular at Soupebol when they were located on St-Jean but hadn't been in a while, a craving for their Japanese curry chicken brought me to finally try them at their new location, unfortunately it left me disappointed.

The new location is fine, but very open and in the winter, drafty and cold. I had the Japanese curry chicken and it was nowhere near as good as it used to be. The sauce was overly thin and lacked flavor. The fried vegetable rolls were decent but getting a package of pre-made generic plum sauce in a restaurant shows the lack of effort that was apparent for the whole visit. The rice paper rolls with peanut sauce were decent and the soup was basically broth with a few rice noodles and green onions, hardly qualifies as a soup. The service was also lacking, the waiter seemed unhappy to be there and did the bare minimum without daring to crack a smile. This restaurant does not warrant another visit, too bad, it used to be a sure bet.",Soupebol,1866 Boulevard des Sources,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5B1,45.465151,-73.786947,2.5,4,"Noodles, Restaurants, Chinese"
168,z7k3epDWXDue3JgdBLk7Fg,rj4sUMr-lOD24pnYZW-eww,0,0,0,First time going there and ordered a wonton soupto go. Didn't take long at all and was very tasty! Definitely will go again and next will dine there!,Soupebol,1866 Boulevard des Sources,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5B1,45.465151,-73.786947,2.5,4,"Noodles, Restaurants, Chinese"
169,DLFqo8zmwSOaCWW5vs6gHA,rj4sUMr-lOD24pnYZW-eww,3,0,0,"We have not been to the SoupBowl for many years -since their old location . The new location is nice and clean. This is Saturday night at 7pm and there is only one table being occupied. We were told to sit anywhere. The waitress and waiter were not friendly nor made themselves seen. We ordered the Cantonese chow mein -which had mostly noodles and was limited in the  amount of shrimp and chicken . This dish was good. My wife order the teriyaki chicken which comes with spring roll,white rice ,salad  , and 4 teriyaki chicken skewers. The chicken was over cooked and was not eatable. The spring roll was to crispy (over fried ) and the filling was dried out. They brought one plum which  the outside was sticky. I ordered the Shenzhen shrimp meal . It came with a salad , white rice and Shenzhen shrimp. The shrimp were nice size and was not fried . The dish overall was good. The waiter finally came after 15 minutes to see if wanted anything else. We told him the chicken was over cooked and uneatable 3.5 skewers left on plate . He said ok and walked away . He returned with our bill totally playing stupid in not understanding what we were talking about. My wife was still hungry as her main meal the chicken was unbeatable - they did not care and told me that it fresh chicken . Bottom line that the service was bad and the food other then the chicken was good. Sorry but when you challenge a customer on his dissatisfaction of your product clearly you do not listen nor care .
We would have given them a second chance but their bad attitude does not warrant us for a retry . For the record we did not want anything free but to at least offer to replace the chicken ....",Soupebol,1866 Boulevard des Sources,Pointe-Claire,QC,Pointe-ClaireQC,H9R 5B1,45.465151,-73.786947,2.5,4,"Noodles, Restaurants, Chinese"
170,24Rpqn8wyiGoK8sp51D1pg,KfaVcE_jM8YkxiJMPdoRFg,0,0,0,"We came on a rainy Sunday evening when it was not very busy.  Good thing.  I would hate to see how long it would take to get seated and our meals if they were actually busy.  Nonetheless and overall good evening with some highs in the food department and when we finally got our server, things went well.  
Note: Make sure to buy your wine before you get there and bring it in!
We shared some apps, the fried calamari, and it was a little chewy.
For the mains we had a huge portion of mussels Provençal.  The mussels themselves were nice and tender however the sauce was a bit thin.
The meat on the osso bucco was to die for.  Soooo tender and yummy and lots of it.  The pasta was cooked al dente but once again, the sauce was a little thin.
So some great highs that would have merited a resounding 5 stars but for the sauces being a little thin.  Would definitely go back!",L'Academie,"6321 Autoroute Transcanadian, Suite 129",Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4673773,-73.824256,2.5,30,"Restaurants, French, Italian"
171,UdqdGFz1_vAPy7t96Oqvpw,KfaVcE_jM8YkxiJMPdoRFg,0,0,0,"Ambience of a cafeteria. Service meh, I realize we were a large group but when a server comes over with a tray of coffee and says ""who wants one"" - well no. I had tuna ($29)  asked for it rare got it medium well - food was very salty. The calamari were ok. The ginormous kids portions are a joke as were the regular pasta portions - seriously how much food do you throw away at the end of the night? The Cesar salad wilted and not good, the pasta Romanoff was gloopy and very peppery according to the person who ordered it. The mussels looked good. Not good value for your money.",L'Academie,"6321 Autoroute Transcanadian, Suite 129",Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4673773,-73.824256,2.5,30,"Restaurants, French, Italian"
172,FidUQXwApTp9YC1KR9-NbA,KfaVcE_jM8YkxiJMPdoRFg,0,0,0,"I love the downtown and st-denis branch, never had complaints before but this particular location really lacks in customer service. Things were forgotten. Server wasn't friendly. Restaurant was dead and we still didn't get any attention. PS don't waste your money on the pasta bolognese or the Caesar salad!!!",L'Academie,"6321 Autoroute Transcanadian, Suite 129",Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4673773,-73.824256,2.5,30,"Restaurants, French, Italian"
173,qtirXXfcdRHQyXplKJaNNA,KfaVcE_jM8YkxiJMPdoRFg,0,0,0,"My wife and I shared mussels Italian and coquille something or the other. The mussels were decent but the coquille was really superb.

Service was a bit slow but not too bad to crib about. 

We sat outside and enjoyed the bistro atmosphere.",L'Academie,"6321 Autoroute Transcanadian, Suite 129",Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4673773,-73.824256,2.5,30,"Restaurants, French, Italian"
174,mc3QrxNucYJHY04cdbTQaQ,KfaVcE_jM8YkxiJMPdoRFg,3,3,3,"Kaylie our waitress was great. Personable, knowledgeable and doesn't beat around the bush.

The mussels' sauce was great (Roquefort) but that's to be expected as I order it every time from every location and it always hits the mark. The bread was warm when delivered to the table which is always key. There were a number of the mussels that weren't properly cleaned however. We ordered the lasagna as it's one of the only pastas made in-house. It didn't have as much of the mushroom or meat that the menu would have led me to believe, but the noodles and sauce were great, there was enough cheese, and the dish was good.

Would I have paid full price for this meal ($19 usually, weekday discounts push it down to $14), not really. I would have lacked the ""oumph"". But hey, it's decent food, BYOW, and the location itself is visually pleasing. Looks like a hit-or-miss based on other reviews.",L'Academie,"6321 Autoroute Transcanadian, Suite 129",Pointe-Claire,QC,Pointe-ClaireQC,H9R 5A5,45.4673773,-73.824256,2.5,30,"Restaurants, French, Italian"
